"Date","Ring","lai_variable"
"2017-01-24",5,2.1111
"2017-01-24",6,2.2272
"2017-01-25",1,1.589
"2017-01-25",2,2.0872
"2017-01-25",3,1.7005
"2017-01-25",4,1.731
"2017-01-25",5,2.1333
"2017-01-25",6,2.2838
"2017-01-26",1,1.5306
"2017-01-26",2,2.0886
"2017-01-26",3,1.6861
"2017-01-26",4,1.7277
"2017-01-26",5,2.1062
"2017-01-26",6,2.3027
"2017-01-27",1,1.5641
"2017-01-27",2,2.0954
"2017-01-27",3,1.7205
"2017-01-27",4,1.7569
"2017-01-27",5,2.1221
"2017-01-27",6,2.34
"2017-02-01",1,1.5389
"2017-02-01",2,2.0973
"2017-02-01",3,1.6652
"2017-02-01",4,1.6943
"2017-02-01",5,2.1023
"2017-02-01",6,2.271
"2017-02-02",1,1.5335
"2017-02-02",2,2.0831
"2017-02-02",3,1.6724
"2017-02-02",4,1.7326
"2017-02-02",5,2.0925
"2017-02-02",6,2.3582
"2017-02-03",1,1.5931
"2017-02-03",2,2.1348
"2017-02-03",3,1.7521
"2017-02-03",4,1.7547
"2017-02-03",5,2.1573
"2017-02-03",6,2.3602
"2017-02-04",1,1.5727
"2017-02-04",2,2.1368
"2017-02-04",3,1.7201
"2017-02-04",4,1.7569
"2017-02-04",5,2.1785
"2017-02-04",6,2.4136
"2017-02-05",1,1.6619
"2017-02-05",2,2.1749
"2017-02-05",3,1.7729
"2017-02-05",4,1.7565
"2017-02-05",5,2.1771
"2017-02-05",6,2.4099
"2017-02-07",1,1.6701
"2017-02-07",2,2.1314
"2017-02-07",3,1.7139
"2017-02-07",4,1.7345
"2017-02-07",5,2.1841
"2017-02-07",6,2.3328
"2017-02-08",1,1.7742
"2017-02-08",2,2.1739
"2017-02-08",3,1.8238
"2017-02-08",4,1.8451
"2017-02-08",5,2.2482
"2017-02-08",6,2.4833
"2017-02-25",1,1.692
"2017-02-25",2,2.1783
"2017-02-25",3,1.8004
"2017-02-25",4,1.7479
"2017-02-25",5,2.172
"2017-02-25",6,2.3757
"2017-02-26",1,1.748
"2017-02-26",2,2.2043
"2017-02-26",3,1.8753
"2017-02-26",4,1.842
"2017-02-26",5,2.1946
"2017-02-26",6,2.4649
"2017-03-03",1,1.8002
"2017-03-03",2,1.6539
"2017-03-03",3,1.8914
"2017-03-03",4,1.9265
"2017-03-03",5,2.2524
"2017-03-03",6,1.9852
"2017-03-04",1,1.7698
"2017-03-04",2,1.6686
"2017-03-04",3,1.891
"2017-03-04",4,1.8634
"2017-03-04",5,2.1655
"2017-03-04",6,1.9324
"2017-03-05",1,1.7465
"2017-03-05",2,1.6554
"2017-03-05",3,1.886
"2017-03-05",4,1.8528
"2017-03-05",5,2.1523
"2017-03-05",6,1.9318
"2017-03-08",1,1.8509
"2017-03-08",2,1.7165
"2017-03-08",3,1.8485
"2017-03-08",4,1.9011
"2017-03-08",5,2.1745
"2017-03-08",6,1.9102
"2017-03-09",1,1.8889
"2017-03-09",2,1.7343
"2017-03-09",3,1.9003
"2017-03-09",4,1.9194
"2017-03-09",5,2.1756
"2017-03-09",6,1.9526
"2017-03-14",1,1.9445
"2017-03-14",2,1.801
"2017-03-14",3,1.957
"2017-03-14",4,1.9639
"2017-03-14",5,2.1882
"2017-03-14",6,1.9778
"2017-03-16",1,1.8491
"2017-03-16",2,1.7194
"2017-03-16",3,1.9176
"2017-03-16",4,1.9619
"2017-03-16",5,2.166
"2017-03-16",6,1.9604
"2017-03-17",1,1.7486
"2017-03-17",2,1.6557
"2017-03-17",3,1.8748
"2017-03-17",4,1.8852
"2017-03-17",5,2.1149
"2017-03-17",6,1.9333
"2017-03-18",1,1.7882
"2017-03-18",2,1.7175
"2017-03-18",3,1.931
"2017-03-18",4,1.9221
"2017-03-18",5,2.177
"2017-03-18",6,1.9516
"2017-03-19",1,1.8108
"2017-03-19",2,1.7604
"2017-03-19",3,1.9578
"2017-03-19",4,1.9248
"2017-03-19",5,2.1919
"2017-03-19",6,2.0109
"2017-03-21",1,1.8372
"2017-03-21",2,1.7308
"2017-03-21",3,1.9218
"2017-03-21",4,1.9501
"2017-03-21",5,2.2271
"2017-03-21",6,1.9854
"2017-03-23",1,1.8231
"2017-03-23",2,1.6406
"2017-03-23",3,1.8944
"2017-03-23",4,1.8011
"2017-03-23",5,2.1406
"2017-03-23",6,1.9469
"2017-03-24",1,1.9145
"2017-03-24",2,1.7626
"2017-03-24",3,2.1823
"2017-03-24",4,1.8123
"2017-03-24",5,2.221
"2017-03-24",6,2.023
"2017-03-25",1,1.908
"2017-03-25",2,1.6617
"2017-03-25",3,1.9136
"2017-03-25",4,1.73
"2017-03-25",5,2.2035
"2017-03-25",6,2.0119
"2017-03-28",1,1.8786
"2017-03-28",2,1.7338
"2017-03-28",3,1.8704
"2017-03-28",4,1.7533
"2017-03-28",5,2.1745
"2017-03-28",6,1.9651
"2017-04-02",1,1.9466
"2017-04-02",2,1.7964
"2017-04-02",3,1.9558
"2017-04-02",4,1.9309
"2017-04-02",5,2.3198
"2017-04-02",6,2.1235
"2017-05-03",1,1.8368
"2017-05-03",2,1.7943
"2017-05-03",3,1.8704
"2017-05-03",4,1.837
"2017-05-03",5,2.2098
"2017-05-03",6,2.0147
"2017-05-12",1,1.9169
"2017-05-12",2,1.8433
"2017-05-12",3,1.9115
"2017-05-12",4,1.9367
"2017-05-12",5,2.2662
"2017-05-12",6,2.0781
"2017-05-13",1,1.9971
"2017-05-13",2,1.8483
"2017-05-13",3,1.939
"2017-05-13",4,1.9334
"2017-05-13",5,2.3974
"2017-05-13",6,2.1737
"2017-06-10",1,1.9191
"2017-06-10",2,1.8059
"2017-06-10",3,1.9663
"2017-06-10",4,1.9152
"2017-06-10",5,2.039
"2017-06-10",6,2.022
"2017-06-11",1,2.0106
"2017-06-11",2,1.7322
"2017-06-11",3,2.0422
"2017-06-11",4,1.9455
"2017-06-11",5,2.1113
"2017-06-11",6,2.0556
"2017-06-16",1,1.9526
"2017-06-16",2,1.759
"2017-06-16",3,2.0062
"2017-06-16",4,1.9416
"2017-06-16",5,2.0507
"2017-06-16",6,2.0302
"2017-07-03",1,1.999
"2017-07-03",2,1.8744
"2017-07-03",3,2.0836
"2017-07-03",4,2.041
"2017-07-03",5,2.0832
"2017-07-03",6,2.0579
"2017-08-03",1,1.8349
"2017-08-03",2,1.8052
"2017-08-03",3,1.8836
"2017-08-03",4,1.8191
"2017-08-03",5,1.9163
"2017-08-03",6,1.9864
"2017-08-21",1,1.7885
"2017-08-21",2,1.7444
"2017-08-21",3,1.7622
"2017-08-21",4,1.6604
"2017-08-21",5,1.9046
"2017-08-21",6,1.9092
"2017-09-12",1,1.5558
"2017-09-12",2,1.6515
"2017-09-12",3,1.8007
"2017-09-12",4,1.6738
"2017-09-12",5,1.8899
"2017-09-12",6,1.8759
"2017-09-27",1,1.5949
"2017-09-27",2,1.5661
"2017-09-27",3,1.7085
"2017-09-27",4,1.6191
"2017-09-27",5,1.8475
"2017-09-27",6,1.8024
"2017-10-04",1,1.6053
"2017-10-04",2,1.5962
"2017-10-04",3,1.7126
"2017-10-04",4,1.6801
"2017-10-04",5,1.9058
"2017-10-04",6,1.9045
"2017-10-08",1,1.5307
"2017-10-08",2,1.5462
"2017-10-08",3,1.6194
"2017-10-08",4,1.5695
"2017-10-08",5,1.7964
"2017-10-08",6,1.7294
"2017-10-10",1,1.5641
"2017-10-10",2,1.6175
"2017-10-10",3,1.6751
"2017-10-10",4,1.6065
"2017-10-10",5,1.839
"2017-10-10",6,1.7664
"2017-10-11",1,1.58
"2017-10-11",2,1.5527
"2017-10-11",3,1.5856
"2017-10-11",4,1.5451
"2017-10-11",5,1.8371
"2017-10-11",6,1.7227
"2017-10-15",1,1.4953
"2017-10-15",2,1.5513
"2017-10-15",3,1.6007
"2017-10-15",4,1.5628
"2017-10-15",5,1.7792
"2017-10-15",6,1.7303
"2017-10-25",1,1.5611
"2017-10-25",2,1.6153
"2017-10-25",3,1.6407
"2017-10-25",4,1.6679
"2017-10-25",5,1.8306
"2017-10-25",6,1.7927
"2017-10-26",1,1.5506
"2017-10-26",2,1.5989
"2017-10-26",3,1.5744
"2017-10-26",4,1.6324
"2017-10-26",5,1.7962
"2017-10-26",6,1.7844
"2017-11-05",1,1.5711
"2017-11-05",2,1.5265
"2017-11-05",3,1.5888
"2017-11-05",4,1.5857
"2017-11-05",5,1.795
"2017-11-05",6,1.7494
"2017-11-16",1,1.4453
"2017-11-16",2,1.5219
"2017-11-16",3,1.5456
"2017-11-16",4,1.5043
"2017-11-16",5,1.7692
"2017-11-16",6,1.6894
"2017-11-17",1,1.536
"2017-11-17",2,1.6114
"2017-11-17",3,1.6303
"2017-11-17",4,1.5847
"2017-11-17",5,1.842
"2017-11-17",6,1.7967
"2017-11-18",1,1.4864
"2017-11-18",2,1.5698
"2017-11-18",3,1.5943
"2017-11-18",4,1.533
"2017-11-18",5,1.782
"2017-11-18",6,1.7193
"2017-11-20",1,1.4272
"2017-11-20",2,1.5012
"2017-11-20",3,1.5199
"2017-11-20",4,1.5051
"2017-11-20",5,1.7815
"2017-11-20",6,1.6663
"2017-11-27",1,1.471
"2017-11-27",2,1.5053
"2017-11-27",3,1.5619
"2017-11-27",4,1.4758
"2017-11-27",5,1.7568
"2017-11-27",6,1.6814
"2017-11-30",1,1.506
"2017-11-30",2,1.5169
"2017-11-30",3,1.5645
"2017-11-30",4,1.5252
"2017-11-30",5,1.8049
"2017-11-30",6,1.7619
"2017-12-02",1,1.5057
"2017-12-02",2,1.54
"2017-12-02",3,1.5812
"2017-12-02",4,1.5044
"2017-12-02",5,1.7884
"2017-12-02",6,1.7266
"2017-12-04",1,1.4435
"2017-12-04",2,1.5427
"2017-12-04",3,1.5928
"2017-12-04",4,1.5293
"2017-12-04",5,1.7502
"2017-12-04",6,1.6918
"2017-12-09",1,1.4657
"2017-12-09",2,1.4996
"2017-12-09",3,1.5532
"2017-12-09",4,1.5913
"2017-12-09",5,1.7958
"2017-12-09",6,1.7114
"2017-12-15",1,1.4061
"2017-12-15",2,1.4914
"2017-12-15",3,1.5138
"2017-12-15",4,1.5232
"2017-12-15",5,1.7554
"2017-12-15",6,1.6548
"2017-12-22",1,1.4977
"2017-12-22",2,1.5163
"2017-12-22",3,1.5623
"2017-12-22",4,1.573
"2017-12-22",5,1.7991
"2017-12-22",6,1.7245
"2017-12-25",1,1.4254
"2017-12-25",2,1.4989
"2017-12-25",3,1.5427
"2017-12-25",4,1.5022
"2017-12-25",5,1.7738
"2017-12-25",6,1.6414
"2017-12-26",1,1.4132
"2017-12-26",2,1.512
"2017-12-26",3,1.5633
"2017-12-26",4,1.5173
"2017-12-26",5,1.7442
"2017-12-26",6,1.6713
"2017-12-27",1,1.4283
"2017-12-27",2,1.5148
"2017-12-27",3,1.5538
"2017-12-27",4,1.5489
"2017-12-27",5,1.7577
"2017-12-27",6,1.7187
"2017-12-30",1,1.4753
"2017-12-30",2,1.5066
"2017-12-30",3,1.5404
"2017-12-30",4,1.538
"2017-12-30",5,1.8244
"2017-12-30",6,1.6805
"2018-01-09",1,1.4371
"2018-01-09",2,1.5214
"2018-01-09",3,1.5542
"2018-01-09",4,1.454
"2018-01-09",5,1.7783
"2018-01-09",6,1.7129
"2018-01-10",1,1.5102
"2018-01-10",2,1.5116
"2018-01-10",3,1.6024
"2018-01-10",4,1.5185
"2018-01-10",5,1.7705
"2018-01-10",6,1.6938
"2018-01-11",1,1.4614
"2018-01-11",2,1.5628
"2018-01-11",3,1.6017
"2018-01-11",4,1.5577
"2018-01-11",5,1.7704
"2018-01-11",6,1.7345
"2018-01-12",1,1.4856
"2018-01-12",2,1.5695
"2018-01-12",3,1.5902
"2018-01-12",4,1.552
"2018-01-12",5,1.8166
"2018-01-12",6,1.8036
"2018-01-23",1,1.4653
"2018-01-23",2,1.5848
"2018-01-23",3,1.5321
"2018-01-23",4,1.4291
"2018-01-23",5,1.7571
"2018-01-23",6,1.6606
"2018-01-25",1,1.5034
"2018-01-25",2,1.6107
"2018-01-25",3,1.5733
"2018-01-25",4,1.4724
"2018-01-25",5,1.8061
"2018-01-25",6,1.7127
"2018-01-28",1,1.4853
"2018-01-28",2,1.6139
"2018-01-28",3,1.539
"2018-01-28",4,1.4709
"2018-01-28",5,1.7787
"2018-01-28",6,1.7049
"2018-01-31",1,1.6006
"2018-01-31",2,1.6041
"2018-01-31",3,1.5445
"2018-01-31",4,1.4351
"2018-01-31",5,1.7739
"2018-01-31",6,1.6877
"2018-02-01",1,1.5314
"2018-02-01",2,1.6453
"2018-02-01",3,1.5811
"2018-02-01",4,1.4826
"2018-02-01",5,1.8191
"2018-02-01",6,1.7414
"2018-02-02",1,1.5423
"2018-02-02",2,1.6308
"2018-02-02",3,1.5698
"2018-02-02",4,1.459
"2018-02-02",5,1.8128
"2018-02-02",6,1.7115
"2018-02-19",1,1.5227
"2018-02-19",2,1.7115
"2018-02-19",3,1.6478
"2018-02-19",4,1.5098
"2018-02-19",5,1.961
"2018-02-19",6,1.8322
"2018-02-20",1,1.5727
"2018-02-20",2,1.6786
"2018-02-20",3,1.6213
"2018-02-20",4,1.4931
"2018-02-20",5,1.8844
"2018-02-20",6,1.7532
"2018-02-22",1,1.5684
"2018-02-22",2,1.6521
"2018-02-22",3,1.6901
"2018-02-22",4,1.5113
"2018-02-22",5,1.8766
"2018-02-22",6,1.761
"2018-02-26",1,1.6412
"2018-02-26",2,1.6836
"2018-02-26",3,1.6513
"2018-02-26",4,1.5475
"2018-02-26",5,1.9141
"2018-02-26",6,1.7774
"2018-03-05",1,1.6137
"2018-03-05",2,1.7134
"2018-03-05",3,1.6238
"2018-03-05",4,1.5496
"2018-03-05",5,1.8911
"2018-03-05",6,1.7577
"2018-03-10",1,1.6838
"2018-03-10",2,1.7495
"2018-03-10",3,1.677
"2018-03-10",4,1.6438
"2018-03-10",5,1.9103
"2018-03-10",6,1.8438
"2018-03-13",1,1.7883
"2018-03-13",2,1.7201
"2018-03-13",3,1.6823
"2018-03-13",4,1.6057
"2018-03-13",5,1.927
"2018-03-13",6,1.832
"2018-03-16",1,1.6913
"2018-03-16",2,1.7929
"2018-03-16",3,1.7256
"2018-03-16",4,1.7025
"2018-03-16",5,1.8955
"2018-03-16",6,1.8506
"2018-03-22",1,1.72
"2018-03-22",2,1.7181
"2018-03-22",3,1.708
"2018-03-22",4,1.6076
"2018-03-22",5,1.8589
"2018-03-22",6,1.8688
"2018-03-23",1,1.8197
"2018-03-23",2,1.7089
"2018-03-23",3,1.708
"2018-03-23",4,1.6325
"2018-03-23",5,1.8383
"2018-03-23",6,1.8866
"2018-03-25",1,1.6847
"2018-03-25",2,1.7497
"2018-03-25",3,1.8569
"2018-03-25",4,1.7954
"2018-03-25",5,1.7711
"2018-03-25",6,1.9235
"2018-04-02",1,1.7788
"2018-04-02",2,1.8535
"2018-04-02",3,1.8076
"2018-04-02",4,1.6491
"2018-04-02",5,1.9516
"2018-04-02",6,1.9424
"2018-04-03",1,1.6932
"2018-04-03",2,1.7459
"2018-04-03",3,1.6671
"2018-04-03",4,1.5516
"2018-04-03",5,1.8613
"2018-04-03",6,1.842
"2018-04-06",1,1.6787
"2018-04-06",2,1.7292
"2018-04-06",3,1.6342
"2018-04-06",4,1.5371
"2018-04-06",5,1.8751
"2018-04-06",6,1.8286
"2018-04-27",1,1.5952
"2018-04-27",2,1.7101
"2018-04-27",3,1.6819
"2018-04-27",4,1.5037
"2018-04-27",5,1.8345
"2018-04-27",6,1.7555
